word,lemma,part_of_speech,tag
soundtracks,soundtrack,NOUN,NNS
soundtracks,soundtrack,NOUN,NNS
soundtracks,soundtrack,NOUN,NNS
soundtracks,soundtrack,NOUN,NNS
soundtracks,soundtrack,NOUN,NNS
soundtracks,soundtrack,NOUN,NNS
soundtracks,soundtrack,NOUN,NNS
soundtracks,soundtrack,NOUN,NNS
soundtracks,soundtrack,NOUN,NNS
soundtracks,soundtrack,NOUN,NNS
sources,source,NOUN,NNS
specific,specific,ADJ,JJ
specific,specific,ADJ,JJ
specific,specific,ADJ,JJ
specifically,specifically,ADV,RB
spotlight,spotlight,NOUN,NN
stated,state,VERB,VBD
statistics,statistic,NOUN,NNS
statistics,statistic,NOUN,NNS
stay,stay,VERB,VBP
steal,steal,VERB,VBP
stimulation,stimulation,NOUN,NN
stimulation,stimulation,NOUN,NN
stir,stir,VERB,VB
story,story,NOUN,NN
story,story,NOUN,NN
storytelling,storytelling,NOUN,NN
storytelling,storytelling,NOUN,NN
storytelling,storytelling,NOUN,NN
storytelling,storytelling,NOUN,NN
storytelling,storytelle,VERB,VBG
strategically,strategically,ADV,RB
streaming,stream,VERB,VBG
strive,strive,VERB,VB
studies,study,NOUN,NNS
studies,study,NOUN,NNS
studies,study,NOUN,NNS
study,study,NOUN,NN
study,study,NOUN,NN
stunning,stunning,ADJ,JJ
stunning,stunning,ADJ,JJ
subtitles,subtitle,NOUN,NNS
such,such,ADJ,JJ
such,such,ADJ,JJ
survey,survey,NOUN,NN
suspense,suspense,NOUN,NN
suspenseful,suspenseful,ADJ,JJ
suspenseful,suspenseful,ADJ,JJ
sweep,sweep,VERB,VBP
sweeping,sweeping,ADJ,JJ
symphony,symphony,NOUN,NN
symphony,symphony,NOUN,NN
synchronization,synchronization,NOUN,NN
systems,system,NOUN,NNS
systems,system,NOUN,NNS
systems,system,NOUN,NNS
tailored,tailor,VERB,VBN
take,take,VERB,VB
take,take,VERB,VB
take,take,VERB,VB
takeaways,takeaway,NOUN,NNS
takeaways,takeaway,NOUN,NNS
takeaways,takeaway,NOUN,NNS
takeaways,takeaway,NOUN,NNS
takeaways,takeaway,NOUN,NNS
takeaways,takeaway,NOUN,NNS
talented,talented,ADJ,JJ
tasks,task,NOUN,NNS
team,team,NOUN,NN
technologies,technology,NOUN,NNS
technologies,technology,NOUN,NNS
technology,technology,NOUN,NN
technology,technology,NOUN,NN
technology,technology,NOUN,NN
technology,technology,NOUN,NN
technology,technology,NOUN,NN
tells,tell,VERB,VBZ
tempo,tempo,NOUN,NN
tense,tense,ADJ,JJ
terrains,terrain,NOUN,NNS
test,test,NOUN,NN
that,that,PRON,WDT
that,that,PRON,WDT
that,that,PRON,WDT
that,that,PRON,WDT
that,that,PRON,WDT
that,that,PRON,WDT
that,that,PRON,WDT
that,that,PRON,WDT
that,that,DET,DT
that,that,PRON,WDT
that,that,DET,DT
that,that,PRON,WDT
that,that,SCONJ,IN
that,that,SCONJ,IN
that,that,PRON,WDT
that,that,PRON,WDT
that,that,SCONJ,IN
that,that,PRON,WDT
that,that,PRON,WDT
that,that,SCONJ,IN
that,that,SCONJ,IN
that,that,SCONJ,IN
that,that,PRON,WDT
that,that,SCONJ,IN
that,that,PRON,WDT
that,that,PRON,WDT
that,that,PRON,WDT
that,that,PRON,WDT
that,that,PRON,WDT
that,that,PRON,WDT
that,that,PRON,WDT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
the,the,DET,DT
their,their,PRON,PRP$
their,their,PRON,PRP$
their,their,PRON,PRP$
their,their,PRON,PRP$
their,their,PRON,PRP$
their,their,PRON,PRP$
their,their,PRON,PRP$
their,their,PRON,PRP$
them,they,PRON,PRP
them,they,PRON,PRP
them,they,PRON,PRP
them,they,PRON,PRP
them,they,PRON,PRP
themes,theme,NOUN,NNS
themselves,themselves,PRON,PRP
these,these,DET,DT
these,these,DET,DT
these,these,DET,DT
they,they,PRON,PRP
they,they,PRON,PRP
they,they,PRON,PRP
they,they,PRON,PRP
this,this,DET,DT
those,those,DET,DT
those,those,PRON,DT
through,through,ADP,IN
through,through,ADP,IN
through,through,ADP,IN
through,through,ADP,IN
through,through,ADP,IN
through,through,ADP,IN
through,through,ADP,IN
through,through,ADP,IN
throughout,throughout,ADP,IN
time,time,NOUN,NN
time,time,NOUN,NN
time,time,NOUN,NN
time,time,NOUN,NN
timed,time,VERB,VBN
times,time,NOUN,NNS
tips,tip,NOUN,NNS
tips,tip,NOUN,NNS
to,to,ADP,IN
to,to,ADP,IN
to,to,PART,TO
to,to,ADP,IN
to,to,PART,TO
to,to,ADP,IN
to,to,ADP,IN
to,to,PART,TO
to,to,ADP,IN
to,to,PART,TO
to,to,PART,TO
to,to,PART,TO
to,to,PART,TO
to,to,PART,TO
to,to,ADP,IN
to,to,PART,TO
to,to,ADP,IN
to,to,ADP,IN
to,to,PART,TO
to,to,ADP,IN
to,to,ADP,IN
to,to,ADP,IN
to,to,PART,TO
to,to,PART,TO
to,to,ADP,IN
to,to,PART,TO
to,to,ADP,IN
to,to,PART,TO
to,to,ADP,IN
to,to,PART,TO
to,to,PART,TO
to,to,ADP,IN
to,to,ADP,IN
to,to,PART,TO
to,to,ADP,IN
to,to,PART,TO
to,to,ADP,IN
to,to,ADP,IN
to,to,PART,TO
to,to,PART,TO
to,to,PART,TO
to,to,ADP,IN
to,to,PART,TO
to,to,PART,TO
to,to,PART,TO
to,to,ADP,IN
to,to,ADP,IN
to,to,PART,TO
to,to,PART,TO
to,to,PART,TO
to,to,PART,TO
to,to,PART,TO
to,to,PART,TO
to,to,PART,TO
to,to,ADP,IN
to,to,PART,TO
to,to,PART,TO
to,to,PART,TO
to,to,ADP,IN
to,to,PART,TO
to,to,ADP,IN
to,to,PART,TO
to,to,PART,TO
to,to,ADP,IN
to,to,ADP,IN
to,to,PART,TO
to,to,PART,TO
to,to,PART,TO
to,to,PART,TO
to,to,PART,TO
to,to,PART,TO
to,to,ADP,IN
to,to,ADP,IN
to,to,ADP,IN
to,to,PART,TO
to,to,ADP,IN
to,to,PART,TO
to,to,PART,TO
to,to,ADP,IN
together,together,ADV,RB
tone,tone,NOUN,NN
tone,tone,NOUN,NN
tone,tone,NOUN,NN
tool,tool,NOUN,NN
tool,tool,NOUN,NN
transcend,transcend,VERB,VBP
transport,transport,VERB,VB
transport,transport,VERB,VB
trends,trend,NOUN,NNS
trigger,trigger,VERB,VB
triumphant,triumphant,ADJ,JJ
true,true,ADJ,JJ
truly,truly,ADV,RB
truly,truly,ADV,RB
tunes,tune,NOUN,NNS
uncover,uncover,VERB,VB
underestimated,underestimate,VERB,VBN
underestimated,underestimate,VERB,VBN
understand,understand,VERB,VBP
understand,understand,VERB,VBP
understand,understand,VERB,VBP
undoubtedly,undoubtedly,ADV,RB
unforgettable,unforgettable,ADJ,JJ
unforgettable,unforgettable,ADJ,JJ
unforgettable,unforgettable,ADJ,JJ
unforgettable,unforgettable,ADJ,JJ
unique,unique,ADJ,JJ
unique,unique,ADJ,JJ
universe,universe,NOUN,NN
unleashing,unleash,VERB,VBG
unlock,unlock,VERB,VB
unnoticed,unnoticed,ADJ,JJ
unnoticed,unnoticed,ADJ,JJ
unparalleled,unparalleled,ADJ,JJ
unprecedented,unprecedented,ADJ,JJ
up,up,NOUN,NN
upbeat,upbeat,ADJ,JJ
us,we,PRON,PRP
us,we,PRON,PRP
used,use,VERB,VBN
usually,usually,ADV,RB
utilized,utilize,VERB,VBN
valuable,valuable,ADJ,JJ
various,various,ADJ,JJ
various,various,ADJ,JJ
various,various,ADJ,JJ
vast,vast,ADJ,JJ
vast,vast,ADJ,JJ
very,very,ADV,RB
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
video,video,NOUN,NN
virtual,virtual,ADJ,JJ
virtual,virtual,ADJ,JJ
virtual,virtual,ADJ,JJ
virtual,virtual,ADJ,JJ
virtual,virtual,ADJ,JJ
virtual,virtual,ADJ,JJ
virtual,virtual,ADJ,JJ
virtual,virtual,ADJ,JJ
virtual,virtual,ADJ,JJ
virtual,virtual,ADJ,JJ
vision,vision,NOUN,NN
visual,visual,ADJ,JJ
visual,visual,ADJ,JJ
visual,visual,ADJ,JJ
visual,visual,ADJ,JJ
visuals,visual,NOUN,NNS
visuals,visual,NOUN,NNS
visuals,visual,NOUN,NNS
vital,vital,ADJ,JJ
vital,vital,ADJ,JJ
voice,voice,NOUN,NN
voice,voice,NOUN,NN
want,want,VERB,VBP
way,way,NOUN,NN
ways,way,NOUN,NNS
we,we,PRON,PRP
we,we,PRON,PRP
we,we,PRON,PRP
we,we,PRON,PRP
we,we,PRON,PRP
weapon,weapon,NOUN,NN
well,well,ADV,RB
well,well,ADV,RB
when,when,SCONJ,WRB
when,when,SCONJ,WRB
where,where,SCONJ,WRB
whether,whether,SCONJ,IN
whether,whether,SCONJ,IN
whether,whether,SCONJ,IN
whether,whether,SCONJ,IN
whether,whether,SCONJ,IN
which,which,PRON,WDT
while,while,SCONJ,IN
who,who,PRON,WP
who,who,PRON,WP
why,why,SCONJ,WRB
why,why,SCONJ,WRB
why,why,SCONJ,WRB
will,will,AUX,MD
will,will,AUX,MD
will,will,AUX,MD
will,will,AUX,MD
will,will,AUX,MD
will,will,AUX,MD
will,will,AUX,MD
will,will,AUX,MD
will,will,AUX,MD
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,SCONJ,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
with,with,ADP,IN
won,win,VERB,VBD
work,work,VERB,VBP
work,work,NOUN,NN
work,work,VERB,VBP
work,work,VERB,VB
world,world,NOUN,NN
world,world,NOUN,NN
world,world,NOUN,NN
world,world,NOUN,NN
world,world,NOUN,NN
world,world,NOUN,NN
world,world,NOUN,NN
world,world,NOUN,NN
world,world,NOUN,NN
worlds,world,NOUN,NNS
worlds,world,NOUN,NNS
worldwide,worldwide,ADV,RB
years,year,NOUN,NNS
years,year,NOUN,NNS
years,year,NOUN,NNS
you,you,PRON,PRP
you,you,PRON,PRP
you,you,PRON,PRP
you,you,PRON,PRP
you,you,PRON,PRP
you,you,PRON,PRP
your,your,PRON,PRP$
your,your,PRON,PRP$
your,your,PRON,PRP$
your,your,PRON,PRP$
your,your,PRON,PRP$
